strikePrice,expiryDate,underlying,identifier,openInterest,changeinOpenInterest,pchangeinOpenInterest,totalTradedVolume,impliedVolatility,lastPrice,change,pChange,totalBuyQuantity,totalSellQuantity,bidQty,bidprice,askQty,askPrice,underlyingValue,Type,timestamp,timeXvalue
13950,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE13950.00,0.0,0,0,0,0,0,0,0,7450,7400,100,1843,50,1901.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE14000.00,0.0,0,0,0,0,0,0,0,4400,4400,100,1771.8,350,1832.1,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE14000.00,5201.0,557,11.993970714900948,939,0,1809,-38,-2.057390362750406,19700,17200,50,1807.5,50,1810.2,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,04-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
14000,11-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
14000,18-Aug-2022,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
14000,25-Aug-2022,NIFTY,OPTIDXNIFTY25-08-2022CE14000.00,121.0,26,27.36842105263158,35,0,1860,-51.65000000000009,-2.7018544189574496,5200,5050,250,1869.4,250,1888.05,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,29-Sep-2022,NIFTY,OPTIDXNIFTY29-09-2022CE14000.00,10.0,0,0,0,0,0,0,0,50,650,50,1733.6,100,2853.75,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,29-Dec-2022,NIFTY,OPTIDXNIFTY29-12-2022CE14000.00,625.0,5,0.8064516129032258,12,0,2150,-78.94999999999982,-3.542026514726657,1100,1300,50,2176.6,50,2221.55,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,30-Mar-2023,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
14000,21-Jul-2022,NIFTY,OPTIDXNIFTY21-07-2022CE14000.00,0.0,0,0,0,0,0,0,0,2750,2750,2750,1606.7,2750,2022.3,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,28-Dec-2023,NIFTY,OPTIDXNIFTY28-12-2023CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,4760,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,27-Jun-2024,NIFTY,OPTIDXNIFTY27-06-2024CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,5305,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,26-Dec-2024,NIFTY,OPTIDXNIFTY26-12-2024CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,5800,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,26-Jun-2025,NIFTY,OPTIDXNIFTY26-06-2025CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,6255,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,24-Dec-2025,,,,,,,,,,,,,,,,,,CE,2022-06-28 11:59:01.150276,11:59
14000,25-Jun-2026,NIFTY,OPTIDXNIFTY25-06-2026CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,7080,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,31-Dec-2026,NIFTY,OPTIDXNIFTY31-12-2026CE14000.00,0.0,0,0,0,0,0,0,0,0,50,0,0,50,7465,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,07-Jul-2022,NIFTY,OPTIDXNIFTY07-07-2022CE14000.00,6.0,0,0,4,0,1727.2,-100.14999999999986,-5.4806140038854005,5300,5300,100,1760.9,100,1835.15,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE14000.00,5707.0,-40,-0.6960153123368714,956,0,1805.5,-26.90000000000009,-1.4680200829513257,28850,20250,100,1793.6,450,1795.9,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14000,29-Jun-2023,NIFTY,OPTIDXNIFTY29-06-2023CE14000.00,1.0,0,0,0,0,0,0,0,0,100,0,0,50,4144.95,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14050,14-Jul-2022,NIFTY,OPTIDXNIFTY14-07-2022CE14050.00,0.0,0,0,0,0,0,0,0,5000,5000,1250,1698.8,1250,1806.6,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14050,30-Jun-2022,NIFTY,OPTIDXNIFTY30-06-2022CE14050.00,2.0,0,0,0,0,0,0,0,13000,9000,1250,1699.8,150,1771.9,15806.7,CE,2022-06-28 11:59:01.150276,11:59
14050,28-Jul-2022,NIFTY,OPTIDXNIFTY28-07-2022CE14050.00,0.0,0,0,0,0,0,0,0,7450,7400,100,1748.15,50,1806.3,15806.7,CE,2022-06-28 11:59:01.150276,11:59
